date,occupancy,heating degrees,electricity-kWh
6/12/16,0.5,0.244826389,2887.256671
6/13/16,0.5,0.661666667,3882.721691
6/14/16,0.5,0.266111111,3968.637523
6/15/16,0.5,0,3927.890641
6/17/16,0.5,0,3978.619615
6/18/16,0.5,0,2893.655027
6/19/16,0.5,0,2795.746572
6/20/16,0.5,0,4150.70404
6/21/16,0.5,0,4293.514215
6/22/16,0.5,0,3929.123155
6/23/16,0.5,0,4139.362777
6/24/16,0.5,0,4112.517452
6/25/16,0.5,0,3040.412167
6/26/16,0.5,0,2785.975068
6/27/16,0.5,0,4109.728509
6/28/16,0.5,0,4066.366329
